cd_sistema,cd_central,cd_cooperativa,ano,mes,nota_sobras_ou_perdas_sobre_recursos_totais,nota_inadimplencia,nota_liquidez_na_central,nota_adto_depositante,nota_custo_fixo_sobre_total_recursos,nota_tarifas_sobre_custo_fixo,nota_honorarios_e_cedula_sobre_custo_fixo,nota_folha_encargos_sobre_total_recursos,nota_receita_financeira_sobre_total_recursos,nota_retorno_carteira_de_credito,nota_despesas_financeiras_sobre_recursos_captados,nota_despesas_captacao_sobre_dep_prazo,nota_resultado_PCLD_sobre_despesas_totais_mes,nota_resultado_PCLD_sobre_total_recursos,nota_liquidez_geral,nota_participacao_capital_proprio,nota_rentabilidade_sobras_sobre_receitas_brutas,nota_rentabilidade_sobre_capital_proprio,nota_evolucao_quadro_social,nota_limite_exposicao_por_cliente,nota_concentacao_carteira_credito,nota_enquadramento_PRE,nota_concentracao_depositos,nota_imobilizacao_capital_proprio,nota_evolucao_patrimonial,alerta_sobras_ou_perdas_sobre_recursos_totais,alerta_inadimplencia,alerta_liquidez_na_central,alerta_adto_depositante,alerta_custo_fixo_sobre_total_recursos,alerta_tarifas_sobre_custo_fixo,alerta_honorarios_e_cedula_sobre_custo_fixo,alerta_folha_encargos_sobre_total_recursos,alerta_receita_financeira_sobre_total_recursos,alerta_retorno_carteira_de_credito,alerta_despesas_financeiras_sobre_recursos_captados,alerta_despesas_captacao_sobre_dep_prazo,alerta_resultado_PCLD_sobre_despesas_totais_mes,alerta_resultado_PCLD_sobre_total_recursos,alerta_liquidez_geral,alerta_participacao_capital_proprio,alerta_rentabilidade_sobras_sobre_receitas_brutas,alerta_rentabilidade_sobre_capital_proprio,alerta_evolucao_quadro_social,alerta_limite_exposicao_por_cliente,alerta_concentacao_carteira_credito,alerta_enquadramento_PRE,alerta_concentracao_depositos,alerta_imobilizacao_capital_proprio,alerta_evolucao_patrimonial,total,nu_justificativa,nu_plano,tx_justificativa,tx_plano,st_justificativa,st_plano
1,7,5,2012,9,6,6,4,0,3,0,4,4,3,4,4,4,1,4,6,4,4,4,1,4,4,6,1,4,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,89,0,9,,,0,0
1,7,6,2012,9,1,4,2,2,1,4,4,2,4,4,4,4,1,2,3,2,1,2,2,3,4,4,1,2,4,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,67,15,9,,,0,0
1,7,7,2012,9,1,1,3,1,1,1,4,1,4,1,4,4,1,1,3,3,1,1,1,1,4,4,4,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,52,36,9,,,0,0
1,7,8,2012,9,3,3,4,1,2,2,4,2,4,4,4,2,1,2,4,3,3,4,3,4,4,4,3,3,4,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,77,0,9,,,0,0
1,7,9,2012,9,1,2,4,2,3,4,4,4,1,1,4,4,1,4,2,2,2,4,3,3,4,4,3,3,4,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,73,4,9,,,0,0
1,7,10,2012,9,3,3,4,3,1,3,4,1,4,4,4,3,4,4,4,4,4,4,1,4,4,4,2,2,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,82,0,9,,,0,0
1,7,11,2012,9,2,5,4,0,1,0,4,1,4,4,4,4,1,2,6,4,1,1,1,4,4,6,4,3,4,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,73,1,9,,,0,0
1,7,13,2012,9,3,4,2,3,3,1,4,4,3,4,3,3,2,4,2,2,4,4,4,2,4,4,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,73,2,9,,,0,0
1,7,15,2012,9,2,3,4,0,3,0,4,4,1,4,4,4,1,4,6,4,1,1,1,4,4,6,1,4,4,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,74,1,9,,,0,0
1,7,16,2012,9,4,1,4,1,3,4,4,4,3,3,4,4,1,4,4,4,4,4,4,2,2,4,1,4,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,78,0,9,,,0,0
1,7,18,2012,9,3,3,4,3,3,4,4,4,1,4,4,4,4,4,2,1,4,4,3,2,2,4,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,80,0,9,,,0,0
1,7,19,2012,9,5,6,4,0,4,0,4,4,2,1,4,4,2,4,2,1,4,4,4,3,4,2,1,4,4,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,76,0,9,,,0,0
1,9,1,2012,10,1,4,3,2,1,1,3,4,3,4,4,4,2,4,2,1,1,1,3,4,4,3,4,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,67,6,1,,,0,0
1,9,2,2012,10,2,4,3,1,1,1,4,4,4,4,4,4,1,4,4,2,3,1,4,4,4,2,4,3,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,75,0,9,,,0,0
1,9,3,2012,10,1,4,1,4,4,1,4,4,1,1,4,4,4,1,1,1,1,1,4,4,1,4,4,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,63,34,9,,,0,0
1,9,4,2012,10,3,4,2,2,1,1,3,4,4,4,4,4,3,4,4,4,4,2,2,3,4,3,4,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,77,0,9,,,0,0
1,9,5,2012,10,1,4,1,4,4,1,4,4,1,1,4,4,4,1,1,1,1,1,4,4,1,4,4,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,63,26,9,,,0,0
1,9,6,2012,10,1,4,1,4,4,1,4,4,1,1,4,4,4,1,1,1,1,1,4,4,1,4,4,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,63,21,9,,,0,0
1,9,7,2012,10,1,4,1,4,4,1,4,4,1,1,4,4,4,1,1,1,1,1,4,4,1,4,4,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,63,34,9,,,0,0
1,9,8,2012,10,1,1,2,2,1,2,4,4,4,3,4,4,1,1,1,1,1,1,2,3,3,2,3,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,54,28,9,,,0,0
1,9,9,2012,10,1,1,3,2,1,1,3,4,4,2,4,4,1,2,1,1,1,1,2,3,4,1,4,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,54,18,9,,,0,0
1,9,10,2012,10,3,3,4,2,1,3,3,4,4,4,4,4,2,4,3,4,4,4,3,4,4,3,4,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,82,0,9,,,0,0
1,9,11,2012,10,4,3,4,3,1,3,4,4,2,4,4,4,1,1,1,4,4,4,2,3,4,2,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,72,21,9,,,0,0
1,9,12,2012,10,3,3,3,1,1,4,3,4,3,4,3,4,2,2,1,4,4,3,1,3,3,1,4,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,68,27,9,,,0,0
1,9,13,2012,10,1,1,3,2,4,2,3,4,2,1,3,4,1,1,1,1,1,4,2,4,2,3,4,3,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,59,22,9,,,0,0
1,9,14,2012,10,1,1,3,1,1,4,4,4,3,1,4,4,1,3,2,1,1,1,3,3,4,2,4,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,59,7,9,,,0,0
1,9,15,2012,10,2,2,4,2,1,2,4,4,4,4,4,4,1,2,1,1,3,4,2,4,4,2,4,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,69,1,9,,,0,0
1,9,16,2012,10,1,1,4,1,1,2,1,4,3,1,4,4,1,1,1,1,1,4,2,3,4,2,4,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,54,24,9,,,0,0
1,7,1,2012,10,4,3,3,2,1,4,4,1,4,4,4,4,4,4,4,4,3,4,2,3,4,4,2,3,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,83,0,1,,,0,0
1,7,3,2012,10,3,6,2,0,4,0,4,4,2,2,4,2,2,4,5,2,4,4,4,4,4,6,4,4,4,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,84,0,9,,,0,0
1,7,4,2012,10,3,4,2,3,3,2,4,4,3,3,4,2,4,4,3,3,3,3,1,4,4,4,3,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,77,0,9,,,0,0
1,7,5,2012,10,6,6,4,0,3,0,4,4,3,4,4,4,2,4,6,4,4,4,1,4,4,6,1,4,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,90,0,9,,,0,0
1,7,6,2012,10,1,4,2,2,1,4,4,2,4,2,4,2,1,2,3,3,1,1,2,3,4,4,1,2,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,60,16,9,,,0,0
1,7,7,2012,10,1,1,4,2,1,1,4,1,4,1,4,4,1,1,2,3,1,1,1,1,4,4,3,1,4,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,55,37,9,,,0,0
1,7,8,2012,10,3,3,4,1,2,2,4,2,4,4,3,2,1,4,4,3,3,4,3,4,4,4,3,3,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,75,0,9,,,0,0
1,7,9,2012,10,1,3,4,2,3,4,4,4,1,1,4,3,1,4,2,2,1,1,4,3,4,3,2,3,3,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,67,5,9,,,0,0
1,7,10,2012,10,1,3,4,2,1,3,4,1,4,4,4,2,1,2,4,4,2,2,3,4,4,4,2,2,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,68,1,9,,,0,0
1,7,11,2012,10,2,5,4,0,1,0,4,1,4,4,4,4,1,2,6,4,1,1,1,4,4,6,4,3,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,70,2,9,,,0,0
1,7,13,2012,10,2,4,2,3,2,1,4,3,3,2,2,1,2,4,2,2,4,4,4,2,4,4,1,3,3,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,68,3,9,,,0,0
1,7,15,2012,10,2,3,4,0,3,0,4,4,1,4,4,4,4,4,6,4,3,2,1,4,4,6,1,4,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,80,0,9,,,0,0
1,7,16,2012,10,4,1,4,1,3,4,4,4,4,2,4,4,1,3,4,4,4,4,4,2,2,4,1,4,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,77,0,9,,,0,0
1,7,18,2012,10,3,2,4,3,3,4,4,4,2,4,4,4,4,4,2,1,4,4,4,2,1,4,1,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,77,0,9,,,0,0
1,7,19,2012,10,6,6,4,0,4,0,4,4,3,2,4,4,4,4,2,1,4,4,4,3,4,2,1,4,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,81,0,9,,,0,0
1,9,1,2012,11,1,4,4,2,1,2,3,4,3,4,4,4,2,4,3,1,1,1,3,4,4,3,4,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,70,7,2,,,0,0
1,9,2,2012,11,2,2,3,1,1,1,3,4,4,4,4,4,1,4,4,2,3,1,4,4,4,2,4,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,70,1,9,,,0,0
1,9,3,2012,11,1,4,1,4,4,1,4,4,1,1,4,4,4,1,1,1,1,1,4,4,1,4,4,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,63,35,9,,,0,0
1,9,4,2012,11,3,3,3,1,1,1,3,4,4,4,4,4,2,4,4,4,4,1,2,3,4,3,4,4,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,77,0,9,,,0,0
1,9,5,2012,11,1,4,1,4,4,1,4,4,1,1,4,4,4,1,1,1,1,1,4,4,1,4,4,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,63,27,9,,,0,0
1,9,6,2012,11,1,4,1,4,4,1,4,4,1,1,4,4,4,1,1,1,1,1,4,4,1,4,4,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,63,22,9,,,0,0
1,9,7,2012,11,1,4,1,4,4,1,4,4,1,1,4,4,4,1,1,1,1,1,4,4,1,4,4,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,63,35,9,,,0,0
1,9,8,2012,11,1,1,2,2,1,2,4,4,3,3,4,4,1,1,1,1,1,1,2,3,3,2,3,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,53,29,9,,,0,0
1,9,9,2012,11,3,1,3,2,1,2,3,4,4,4,4,4,1,2,1,4,4,1,2,3,4,1,4,4,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,69,19,9,,,0,0
1,9,10,2012,11,3,3,4,2,1,3,3,4,4,4,4,4,2,4,3,4,4,3,3,4,4,3,4,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,84,0,9,,,0,0
1,9,11,2012,11,1,2,4,3,1,3,4,4,1,1,4,4,1,2,2,1,1,4,2,3,4,2,2,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,59,22,9,,,0,0
1,9,12,2012,11,2,2,4,1,1,4,3,4,3,4,3,4,2,2,1,3,4,1,2,3,4,1,4,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,66,28,9,,,0,0
1,9,13,2012,11,3,1,3,2,4,2,3,4,2,1,3,4,1,1,1,4,4,4,2,4,2,3,4,4,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,69,23,9,,,0,0
1,9,14,2012,11,1,1,3,1,1,4,4,4,3,1,4,4,1,3,2,1,1,1,3,3,4,1,4,3,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,60,8,9,,,0,0
1,9,15,2012,11,3,2,3,2,1,2,3,4,4,4,4,4,1,2,1,4,4,4,2,4,4,2,4,4,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,75,0,9,,,0,0
1,9,16,2012,11,1,1,4,1,1,3,2,4,3,1,4,4,1,1,1,1,1,4,2,3,3,2,4,4,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,58,25,9,,,0,0
1,7,1,2012,11,1,2,2,3,1,3,4,1,4,4,4,4,1,2,4,3,1,1,3,3,4,4,2,3,4,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,68,1,1,,,0,0
1,7,3,2012,11,3,6,2,0,4,0,4,4,1,2,4,2,2,4,5,2,4,4,4,4,4,6,4,4,4,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,83,0,9,,,0,0
1,7,4,2012,11,2,4,2,3,3,2,4,4,3,2,4,3,1,3,3,3,3,3,2,4,4,4,3,3,4,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,76,0,9,,,0,0
1,7,5,2012,11,6,6,4,0,3,0,4,4,4,4,4,4,4,4,6,4,4,4,1,4,4,6,1,4,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,93,0,9,,,0,0
1,7,6,2012,11,1,3,2,2,1,4,4,2,3,1,4,3,1,2,2,2,1,1,4,3,4,4,1,2,4,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,61,17,9,,,0,0
1,7,7,2012,11,4,1,4,1,1,1,4,1,4,4,4,4,4,4,3,3,4,4,1,1,4,4,4,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,71,38,9,,,0,0
1,7,8,2012,11,3,4,4,1,2,2,4,2,4,4,4,3,1,4,4,3,4,4,4,4,4,4,3,3,4,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83,0,9,,,0,0
1,7,9,2012,11,1,3,3,2,3,4,4,4,1,1,4,4,1,4,2,2,1,1,4,3,4,4,2,3,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,66,6,9,,,0,0
1,7,10,2012,11,2,2,4,3,1,4,4,1,4,4,4,3,1,3,4,4,3,3,3,4,4,4,2,2,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,74,2,9,,,0,0
1,7,11,2012,11,2,5,4,0,1,0,4,1,4,4,4,4,1,1,6,4,1,1,1,4,4,6,4,3,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,69,3,9,,,0,0
1,7,13,2012,11,1,4,2,3,3,2,4,4,3,1,3,1,1,2,2,2,1,2,4,2,4,4,1,3,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,60,4,9,,,0,0
1,7,15,2012,11,2,3,4,0,3,0,4,4,1,4,4,4,2,4,6,3,1,1,2,4,4,6,1,4,4,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,75,0,9,,,0,0
1,7,16,2012,11,3,1,4,2,3,4,4,4,3,1,4,4,1,2,4,4,4,4,4,2,2,4,1,4,4,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,77,0,9,,,0,0
1,7,18,2012,11,1,3,4,3,3,4,4,4,1,4,4,4,3,4,2,1,3,4,4,3,2,4,1,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,78,0,9,,,0,0
1,7,19,2012,11,3,6,4,0,3,0,4,4,2,1,4,4,3,4,2,1,4,4,4,4,4,3,1,4,4,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,77,0,9,,,0,0
1,9,1,2012,12,1,4,4,3,1,1,4,2,3,4,4,4,2,4,3,1,1,1,3,4,4,3,4,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,69,8,3,,,0,0
1,9,2,2012,12,1,4,3,1,1,1,4,4,4,4,1,4,1,4,4,1,1,1,4,4,4,3,4,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,67,2,9,,,0,0
1,9,3,2012,12,1,4,1,4,4,1,4,4,1,1,4,4,4,1,1,1,1,1,4,4,1,4,4,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,63,36,9,,,0,0
1,9,4,2012,12,3,4,4,2,1,2,4,4,3,4,4,4,2,4,3,4,4,1,2,3,4,3,4,4,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,80,0,9,,,0,0
1,9,5,2012,12,1,4,1,4,4,1,4,4,1,1,4,4,4,1,1,1,1,1,4,4,1,4,4,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,63,28,9,,,0,0
1,9,6,2012,12,1,4,1,4,4,1,4,4,1,1,4,4,4,1,1,1,1,1,4,4,1,4,4,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,63,23,9,,,0,0
1,9,7,2012,12,1,4,1,4,4,1,4,4,1,1,4,4,4,1,1,1,1,1,4,4,1,4,4,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,63,36,9,,,0,0
1,9,8,2012,12,1,1,3,1,1,2,4,4,3,3,4,4,1,2,1,1,1,1,2,3,4,3,3,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,56,30,9,,,0,0
1,9,9,2012,12,1,1,4,3,1,2,3,4,3,4,4,4,1,2,1,1,1,1,2,3,4,1,4,4,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,61,20,9,,,0,0
1,9,10,2012,12,1,3,4,2,1,2,4,4,4,4,1,4,2,4,3,1,1,1,3,4,4,3,4,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,68,1,9,,,0,0
1,9,11,2012,12,1,2,4,3,1,3,4,4,1,1,4,4,1,2,1,1,1,4,2,3,4,2,2,4,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,61,23,9,,,0,0
1,9,12,2012,12,2,1,4,1,1,3,3,4,2,4,3,4,2,2,1,2,3,1,2,3,4,1,4,4,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,64,29,9,,,0,0
1,9,13,2012,12,2,1,3,2,4,2,1,4,2,1,3,4,1,1,1,4,4,2,2,4,2,2,4,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,59,24,9,,,0,0
1,9,14,2012,12,1,1,4,2,1,4,4,4,3,3,4,4,1,3,2,1,1,1,3,3,4,1,4,4,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,66,9,9,,,0,0
1,9,15,2012,12,1,2,4,2,1,2,4,4,4,4,1,4,1,3,1,1,1,4,3,4,4,2,4,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,65,1,9,,,0,0
1,9,16,2012,12,1,1,4,1,1,3,4,4,4,1,4,4,1,1,1,1,1,3,1,3,3,2,3,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,55,26,9,,,0,0
1,7,1,2012,12,1,3,4,3,1,3,4,1,3,4,4,4,2,4,3,2,2,2,1,4,4,4,1,3,4,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,71,2,1,,,0,0
1,7,3,2012,12,3,6,3,0,4,0,4,4,1,2,4,2,2,4,5,2,4,4,4,4,4,6,4,4,3,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,83,0,9,,,0,0
1,7,4,2012,12,3,4,2,3,3,1,4,4,3,3,4,3,4,4,3,3,4,4,1,4,4,4,3,3,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,82,0,9,,,0,0
1,7,5,2012,12,6,6,4,0,3,0,4,4,3,4,4,4,1,3,6,4,4,4,1,4,4,6,1,4,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,88,0,9,,,0,0
1,7,6,2012,12,2,3,2,2,1,2,4,2,4,4,4,3,4,4,3,3,3,4,1,3,4,4,1,2,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,70,18,9,,,0,0
1,7,7,2012,12,4,1,4,1,1,1,4,1,4,4,4,4,4,4,3,3,4,4,1,1,4,4,4,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,71,39,9,,,0,0
1,7,8,2012,12,4,4,4,2,2,2,4,3,4,4,4,3,4,4,4,4,4,4,1,4,4,4,3,3,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,87,0,9,,,0,0
1,7,9,2012,12,1,4,3,3,3,4,4,4,1,1,4,4,1,4,2,2,2,3,1,3,4,4,2,3,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,68,7,9,,,0,0
1,7,10,2012,12,2,3,4,3,1,4,4,1,4,1,4,3,1,3,4,4,3,3,1,4,4,4,2,2,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,70,3,9,,,0,0
1,7,11,2012,12,2,3,4,0,1,0,4,1,4,4,4,4,1,1,6,4,1,1,1,4,4,6,4,3,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,68,4,9,,,0,0
1,7,13,2012,12,1,4,2,3,2,1,4,3,4,1,1,3,3,4,2,2,1,1,1,2,4,4,1,3,3,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,60,5,9,,,0,0
1,7,15,2012,12,2,3,4,0,3,0,4,4,1,4,4,4,1,4,6,3,3,3,1,4,4,6,1,4,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,74,1,9,,,0,0
1,7,16,2012,12,1,1,4,1,3,4,4,4,3,2,4,4,3,4,4,4,1,1,1,2,2,4,1,4,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,67,1,9,,,0,0
1,7,18,2012,12,3,1,4,3,3,4,4,4,2,4,4,4,4,4,2,2,4,4,4,2,1,4,2,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,78,0,9,,,0,0
1,7,19,2012,12,6,6,1,0,3,0,4,4,3,1,4,4,4,4,3,1,4,4,1,2,4,3,1,4,4,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,75,0,9,,,0,0
